PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
82.0,115.0,49.0,83.0,2500.0,2.0,-4.0,1018.0,-11.1,0.0,1,1.0
81.0,107.0,44.0,84.0,2900.0,2.0,-5.0,1016.0,-11.4,0.0,1,1.3
78.0,105.0,42.0,82.0,2800.0,2.0,-5.0,1019.0,-10.8,0.0,1,1.1
77.0,110.0,45.0,82.0,2800.0,2.0,-5.0,1019.0,-11.0,0.0,1,1.1
80.0,127.0,46.0,82.0,2900.0,2.0,-3.0,1017.0,-9.9,0.0,1,1.5
81.0,121.0,56.0,80.0,2500.0,4.0,0.0,1015.0,-8.5,0.0,1,1.6
87.0,130.0,59.0,79.0,2500.0,7.0,2.0,1017.0,-7.9,0.0,1,2.1
99.0,136.0,65.0,86.0,2500.0,8.0,3.0,1017.0,-7.8,0.0,0,1.6
88.0,112.0,62.0,71.0,2000.0,17.0,3.0,1015.0,-9.0,0.0,5,1.7
75.0,94.0,62.0,54.0,1700.0,31.0,4.0,1011.0,-9.4,0.0,1,1.5
70.0,94.0,60.0,52.0,1600.0,34.0,5.0,1015.0,-8.9,0.0,5,1.4
76.0,94.0,62.0,55.0,1500.0,34.0,5.0,1015.0,-8.9,0.0,0,0.9
78.0,102.0,65.0,77.0,1600.0,16.0,3.0,1017.0,-9.6,0.0,4,0.9
83.0,114.0,57.0,95.0,1800.0,4.0,2.0,1014.0,-7.9,0.0,0,0.6
83.0,106.0,68.0,95.0,1600.0,4.0,0.0,1017.0,-8.2,0.0,4,0.8
80.0,104.0,65.0,96.0,1600.0,3.0,-1.0,1017.0,-7.0,0.0,12,0.4
88.0,122.0,48.0,96.0,1900.0,2.0,-2.0,1016.0,-7.7,0.0,6,0.7
89.0,119.0,54.0,98.0,2200.0,2.0,-2.0,1020.0,-7.3,0.0,4,0.5
90.0,107.0,67.0,95.0,2300.0,2.0,2.0,1018.0,-10.2,0.0,5,2.3
46.0,52.0,34.0,67.0,1400.0,7.0,3.0,1017.0,-12.5,0.0,5,3.2
14.0,23.0,16.0,38.0,700.0,26.0,3.0,1020.0,-12.5,0.0,3,4.9
10.0,20.0,18.0,28.0,700.0,35.0,3.0,1021.0,-11.4,0.0,5,2.8
12.0,18.0,25.0,22.0,700.0,40.0,2.0,1019.0,-11.9,0.0,5,2.1
12.0,17.0,29.0,23.0,700.0,38.0,2.0,1021.0,-11.5,0.0,5,3.4
12.0,16.0,24.0,20.0,700.0,40.0,1.0,1019.0,-12.1,0.0,5,2.4
12.0,17.0,22.0,21.0,700.0,42.0,1.0,1019.0,-12.4,0.0,5,2.8
12.0,23.0,22.0,17.0,700.0,47.0,1.0,1022.0,-12.4,0.0,5,3.2
13.0,20.0,23.0,24.0,700.0,39.0,0.0,1025.0,-13.0,0.0,5,3.1
14.0,23.0,19.0,30.0,800.0,36.0,1.0,1022.0,-13.1,0.0,5,3.4
16.0,25.0,17.0,20.0,800.0,46.0,3.0,1026.0,-13.3,0.0,3,3.7
13.0,23.0,20.0,16.0,700.0,52.0,3.0,1023.0,-15.2,0.0,5,4.0
14.0,17.0,20.0,11.0,700.0,57.0,4.0,1022.0,-15.9,0.0,3,4.4
14.0,14.0,18.0,11.0,600.0,60.0,5.0,1021.0,-17.4,0.0,5,4.2
7.0,7.0,13.0,8.0,600.0,62.0,5.0,1019.0,-18.1,0.0,5,4.2
9.0,9.0,10.0,6.0,600.0,66.0,6.0,1024.0,-17.3,0.0,4,2.5
7.0,7.0,10.0,6.0,600.0,66.0,5.0,1021.0,-18.8,0.0,4,2.7
9.0,12.0,11.0,12.0,600.0,61.0,5.0,1022.0,-16.8,0.0,5,1.9
12.0,17.0,8.0,23.0,700.0,50.0,3.0,1023.0,-15.2,0.0,15,0.8
18.0,23.0,12.0,53.0,900.0,23.0,-1.0,1020.0,-13.9,0.0,14,0.7
24.0,30.0,22.0,76.0,1100.0,5.0,-2.0,1025.0,-14.8,0.0,5,0.5
28.0,46.0,32.0,80.0,1400.0,2.0,-4.0,1022.0,-12.2,0.0,2,0.2
46.0,75.0,37.0,86.0,1900.0,2.0,-5.0,1022.0,-13.8,0.0,14,0.1
37.0,56.0,28.0,82.0,1900.0,2.0,-6.0,1020.0,-13.4,0.0,14,0.6
38.0,62.0,24.0,81.0,1600.0,2.0,-6.0,1024.0,-11.1,0.0,13,0.2
27.0,51.0,21.0,77.0,1600.0,2.0,-7.0,1021.0,-12.5,0.0,0,0.7
48.0,48.0,37.0,75.0,1700.0,3.0,-4.0,1020.0,-13.4,0.0,1,0.8
32.0,32.0,19.0,61.0,1200.0,7.0,-6.0,1022.0,-12.9,0.0,2,0.4
28.0,28.0,16.0,53.0,1200.0,9.0,-7.0,1020.0,-13.1,0.0,4,1.2
35.0,35.0,22.0,59.0,1400.0,6.0,-8.0,1023.0,-14.2,0.0,1,1.4
22.0,22.0,18.0,46.0,1100.0,13.0,-8.0,1020.0,-13.2,0.0,4,1.2
29.0,32.0,24.0,56.0,1400.0,4.0,-6.0,1022.0,-15.3,0.0,1,1.1
44.0,72.0,31.0,61.0,1800.0,3.0,-6.0,1018.0,-15.0,0.0,4,0.7
90.0,135.0,39.0,68.0,2700.0,4.0,-4.0,1018.0,-15.6,0.0,1,1.7
108.0,155.0,56.0,87.0,3000.0,4.0,0.0,1022.0,-14.0,0.0,0,1.2
142.0,190.0,62.0,103.0,3200.0,7.0,1.0,1019.0,-13.5,0.0,1,1.2
125.0,142.0,52.0,90.0,2400.0,15.0,2.0,1020.0,-13.4,0.0,1,1.4
103.0,118.0,47.0,87.0,2200.0,18.0,3.0,1019.0,-14.7,0.0,15,0.8
112.0,136.0,49.0,107.0,2500.0,14.0,5.0,1018.0,-15.0,0.0,12,1.5
128.0,154.0,47.0,117.0,2500.0,15.0,5.0,1019.0,-15.6,0.0,15,3.5
86.0,101.0,36.0,61.0,1500.0,45.0,5.0,1015.0,-14.5,0.0,11,1.4
100.0,149.0,48.0,64.0,1700.0,44.0,4.0,1013.0,-12.9,0.0,15,1.4
172.0,247.0,81.0,98.0,2400.0,26.0,3.0,1014.0,-11.0,0.0,15,0.7
196.0,263.0,81.0,118.0,2700.0,6.0,3.0,1014.0,-9.0,0.0,12,1.9
165.0,213.0,62.0,108.0,2400.0,3.0,-1.0,1018.0,-9.9,0.0,7,0.7
169.0,217.0,53.0,108.0,2500.0,2.0,-4.0,1017.0,-10.4,0.0,0,0.5
176.0,236.0,59.0,113.0,3100.0,2.0,-4.0,1014.0,-11.7,0.0,1,1.3
211.0,257.0,75.0,143.0,4500.0,2.0,-2.0,1013.0,-11.3,0.0,1,1.3
218.0,276.0,85.0,140.0,4700.0,2.0,-2.0,1013.0,-12.7,0.0,1,1.2
237.0,282.0,88.0,130.0,4500.0,2.0,-4.0,1011.0,-13.4,0.0,1,1.0
221.0,257.0,81.0,126.0,4200.0,2.0,-2.0,1011.0,-11.8,0.0,1,1.7
196.0,228.0,78.0,120.0,3900.0,2.0,-4.0,1016.0,-13.2,0.0,1,1.2
184.0,214.0,69.0,116.0,3700.0,2.0,-5.0,1012.0,-13.1,0.0,1,1.2
157.0,176.0,68.0,122.0,3700.0,2.0,-5.0,1015.0,-12.9,0.0,1,1.2
160.0,186.0,62.0,120.0,3800.0,2.0,-5.0,1012.0,-12.7,0.0,1,0.9
162.0,194.0,48.0,119.0,4000.0,2.0,-7.0,1014.0,-11.9,0.0,0,0.2
167.0,198.0,53.0,122.0,4000.0,2.0,-7.0,1016.0,-10.7,0.0,0,0.3
172.0,208.0,65.0,113.0,3900.0,2.0,-4.0,1013.0,-12.0,0.0,1,1.3
169.0,199.0,73.0,102.0,3500.0,4.0,1.0,1014.0,-10.2,0.0,1,2.4
162.0,197.0,67.0,89.0,2900.0,9.0,2.0,1011.0,-10.5,0.0,4,1.3
176.0,208.0,69.0,101.0,3000.0,8.0,3.0,1014.0,-12.1,0.0,1,0.4
182.0,202.0,68.0,105.0,2900.0,10.0,4.0,1014.0,-13.4,0.0,6,0.1
183.0,200.0,72.0,114.0,3000.0,10.0,5.0,1013.0,-13.4,0.0,13,0.9
170.0,183.0,83.0,119.0,3000.0,9.0,7.0,1013.0,-12.8,0.0,13,1.5
157.0,170.0,85.0,124.0,3000.0,7.0,7.0,1010.0,-11.7,0.0,14,1.2
180.0,207.0,73.0,138.0,3300.0,3.0,4.0,1014.0,-11.6,0.0,14,0.7
181.0,206.0,72.0,139.0,3300.0,2.0,1.0,1012.0,-10.5,0.0,1,1.8
209.0,251.0,74.0,138.0,3400.0,2.0,2.0,1012.0,-9.6,0.0,0,0.7
205.0,244.0,59.0,132.0,3500.0,2.0,-1.0,1013.0,-8.2,0.0,14,0.1
206.0,244.0,50.0,131.0,3800.0,2.0,-4.0,1017.0,-10.2,0.0,4,0.3
202.0,242.0,49.0,135.0,4300.0,2.0,-4.0,1015.0,-9.2,0.0,13,0.7
210.0,265.0,46.0,134.0,4300.0,2.0,-2.0,1013.0,-8.1,0.0,1,1.7
232.0,267.0,73.0,148.0,4900.0,2.0,-1.0,1017.0,-8.7,0.0,4,1.6
186.0,186.0,74.0,111.0,3200.0,2.0,-4.0,1015.0,-10.2,0.0,1,0.4
114.0,114.0,44.0,85.0,2300.0,2.0,-4.0,1015.0,-9.4,0.0,7,0.9
63.0,63.0,26.0,57.0,1500.0,9.0,-4.0,1018.0,-9.4,0.0,4,0.8
47.0,47.0,27.0,62.0,1500.0,8.0,-5.0,1017.0,-9.4,0.0,4,0.9
47.0,47.0,28.0,67.0,1400.0,9.0,-4.0,1017.0,-10.8,0.0,4,0.8
39.0,39.0,26.0,66.0,1400.0,8.0,-5.0,1019.0,-10.4,0.0,1,0.3
30.0,30.0,21.0,71.0,1200.0,4.0,-1.0,1021.0,-10.4,0.0,3,0.6
23.0,30.0,21.0,74.0,1100.0,2.0,-4.0,1018.0,-10.6,0.0,8,0.4
64.0,142.0,34.0,62.0,1500.0,9.0,-1.0,1023.0,-6.8,0.0,13,0.6
76.0,120.0,37.0,57.0,1500.0,13.0,3.0,1021.0,-7.0,0.0,12,2.0
86.0,120.0,40.0,64.0,1800.0,12.0,3.0,1025.0,-7.8,0.0,12,3.0
88.0,108.0,45.0,63.0,2100.0,16.0,3.0,1023.0,-9.0,0.0,12,2.5
86.0,91.0,47.0,58.0,2000.0,23.0,3.0,1018.0,-11.4,0.0,8,1.9
86.0,103.0,47.0,61.0,2000.0,25.0,3.0,1019.0,-11.4,0.0,12,1.7
86.0,97.0,34.0,56.0,1800.0,32.0,3.0,1022.0,-11.7,0.0,12,1.4
81.0,97.0,28.0,60.0,1800.0,26.0,3.0,1018.0,-11.0,0.0,14,1.2
78.0,89.0,28.0,68.0,1900.0,19.0,3.0,1018.0,-10.3,0.0,7,1.0
82.0,110.0,41.0,82.0,2400.0,7.0,3.0,1019.0,-8.1,0.0,4,1.3
78.0,106.0,34.0,83.0,2200.0,6.0,2.0,1023.0,-6.8,0.0,1,1.5
75.0,98.0,28.0,80.0,2000.0,5.0,1.0,1020.0,-3.7,0.0,3,1.5
71.0,86.0,20.0,77.0,1900.0,3.0,1.0,1021.0,-2.1,0.0,4,0.8
80.0,89.0,16.0,74.0,1800.0,2.0,0.0,1023.0,-2.1,0.2,14,1.1
77.0,77.0,14.0,61.0,1600.0,4.0,0.0,1022.0,-2.1,0.0,13,1.3
83.0,83.0,13.0,58.0,1600.0,3.0,0.0,1023.0,-2.2,0.0,13,1.7
80.0,80.0,12.0,54.0,1500.0,4.0,0.0,1020.0,-2.4,0.0,13,1.5
79.0,79.0,12.0,50.0,1400.0,4.0,0.0,1022.0,-2.5,0.0,13,1.0
74.0,74.0,13.0,51.0,1300.0,4.0,-1.0,1019.0,-3.5,0.0,13,1.1
73.0,73.0,12.0,48.0,1300.0,5.0,0.0,1019.0,-2.7,0.0,13,0.9
66.0,66.0,13.0,34.0,1200.0,17.0,0.0,1019.0,-2.9,0.0,15,1.4
68.0,68.0,14.0,33.0,1100.0,16.0,0.0,1019.0,-3.2,0.0,13,1.7
67.0,67.0,13.0,49.0,1300.0,4.0,0.0,1020.0,-2.9,0.0,13,1.1
74.0,74.0,13.0,50.0,1400.0,2.0,0.0,1023.0,-2.9,0.0,13,1.3
84.0,84.0,14.0,50.0,1400.0,2.0,0.0,1019.0,-3.2,0.0,15,1.6
84.0,84.0,19.0,44.0,1400.0,8.0,1.0,1023.0,-3.5,0.0,15,1.9
88.0,88.0,24.0,44.0,1400.0,12.0,2.0,1021.0,-3.5,0.0,11,1.9
90.0,90.0,25.0,34.0,1400.0,24.0,3.0,1021.0,-4.2,0.0,11,1.7
105.0,109.0,24.0,47.0,1600.0,19.0,3.0,1019.0,-4.7,0.0,15,2.3
117.0,117.0,26.0,52.0,1600.0,23.0,3.5,1018.9,-4.5,0.0,15,1.5
115.0,115.0,26.0,52.0,1500.0,28.0,4.0,1019.0,-4.5,0.0,15,1.7
119.0,119.0,27.0,56.0,1500.0,32.0,3.0,1017.0,-4.9,0.0,15,1.4
123.0,124.0,25.0,64.0,1600.0,23.0,3.0,1018.0,-3.8,0.0,15,2.1
149.0,174.0,19.0,75.0,1900.0,8.0,2.0,1018.0,-3.9,0.0,15,2.7
169.0,189.0,18.0,76.0,2100.0,3.0,1.0,1019.0,-3.5,0.0,12,2.0
166.0,177.0,15.0,68.0,2100.0,2.0,0.0,1018.0,-3.7,0.0,15,1.5
160.0,172.0,15.0,65.0,2000.0,2.0,0.0,1021.0,-3.7,0.0,12,2.3
164.0,164.0,22.0,65.0,2000.0,2.0,-1.0,1017.0,-3.8,0.0,13,1.0
171.0,184.0,18.0,62.0,2200.0,2.0,-4.0,1020.0,-6.0,0.0,13,1.2
188.0,199.0,19.0,63.0,2300.0,2.0,-4.0,1020.0,-5.5,0.0,13,0.6
191.0,197.0,16.0,62.0,2500.0,2.0,-4.0,1016.0,-5.3,0.0,1,0.9
188.0,193.0,15.0,67.0,3000.0,2.0,-4.0,1019.0,-5.3,0.0,1,1.2
192.0,213.0,15.0,72.0,3500.0,2.0,-5.0,1016.0,-6.4,0.0,1,0.7
218.0,224.0,19.0,76.0,4200.0,2.0,-4.0,1018.0,-5.0,0.0,1,1.3
185.0,185.0,15.0,71.0,3400.0,2.0,-4.0,1018.0,-5.8,0.0,14,0.6
200.0,208.0,11.0,66.0,3600.0,2.0,-4.0,1017.0,-5.5,0.0,4,1.5
169.0,170.0,10.0,61.0,3000.0,2.0,-2.0,1020.0,-3.7,0.0,4,1.3
184.0,194.0,11.0,64.0,3400.0,2.0,1.0,1017.0,-3.9,0.0,5,3.3
126.0,126.0,28.0,68.0,2400.0,2.0,3.0,1018.0,-8.1,0.0,3,3.5
42.0,42.0,29.0,41.0,1200.0,18.0,3.0,1021.0,-9.6,0.0,5,3.4
20.0,32.0,21.0,21.0,800.0,36.0,4.0,1021.0,-12.0,0.0,5,4.4
16.0,16.0,14.0,14.0,800.0,47.0,3.0,1027.0,-13.8,0.0,5,3.5
9.0,9.0,2.0,5.0,700.0,61.0,3.0,1023.0,-14.7,0.0,5,3.9
6.0,6.0,2.0,4.0,700.0,63.0,3.0,1023.0,-17.3,0.0,4,2.4
9.0,9.0,2.0,4.0,700.0,66.0,3.0,1024.0,-20.4,0.0,4,2.9
8.0,8.0,2.0,4.0,700.0,66.0,3.0,1026.0,-19.1,0.0,5,4.1
6.0,6.0,2.0,6.0,700.0,67.0,2.0,1027.0,-22.8,0.0,5,1.3
7.0,10.0,3.0,8.0,700.0,62.0,1.0,1027.0,-22.8,0.0,5,2.4
6.0,7.0,2.0,8.0,700.0,59.0,0.0,1028.0,-22.2,0.0,4,2.2
6.0,7.0,2.0,8.0,700.0,59.0,-1.0,1033.0,-20.6,0.0,5,3.0
8.0,8.0,4.0,8.0,700.0,57.0,-1.0,1027.0,-20.6,0.0,5,4.7
11.0,11.0,5.0,13.0,700.0,49.0,-2.0,1033.0,-20.9,0.0,3,3.9
9.0,18.0,5.0,13.0,600.0,48.0,-4.0,1031.0,-22.6,0.0,5,1.9
8.0,11.0,4.0,9.0,600.0,53.0,-5.0,1034.0,-22.5,0.0,1,1.9
6.0,10.0,6.0,5.0,600.0,56.0,-5.0,1032.0,-22.0,0.0,5,2.6
10.0,10.0,14.0,8.0,700.0,51.0,-6.0,1034.0,-22.0,0.0,4,3.3
7.0,7.0,16.0,5.0,700.0,54.0,-6.0,1033.0,-21.6,0.0,5,3.6
8.0,8.0,20.0,7.0,700.0,51.0,-7.0,1031.0,-22.1,0.0,4,1.8
10.0,10.0,21.0,7.0,700.0,50.0,-7.0,1033.0,-22.1,0.0,4,2.9
10.0,10.0,21.0,7.0,700.0,49.0,-7.0,1028.0,-21.7,0.0,1,2.9
9.0,10.0,23.0,14.0,800.0,43.0,-7.0,1029.0,-21.0,0.0,4,1.2
9.0,10.0,23.0,14.0,800.0,43.0,-7.0,1029.0,-21.7,0.0,5,1.8
14.0,14.0,16.0,44.0,1000.0,24.0,-6.0,1034.0,-22.5,0.0,4,3.2
18.0,26.0,16.0,35.0,1000.0,32.0,-4.0,1033.0,-22.6,0.0,4,3.1
11.0,11.0,17.0,13.0,800.0,51.0,-2.0,1033.0,-22.6,0.0,1,4.0
8.0,8.0,10.0,5.0,700.0,59.0,-2.2,1033.4,-22.8,0.0,3,4.6
11.0,11.0,8.0,5.0,600.0,60.0,1.0,1027.0,-22.1,0.0,3,3.2
11.0,11.0,8.0,5.0,700.0,62.0,2.0,1029.0,-22.8,0.0,3,2.2
8.0,8.0,9.0,6.0,600.0,62.0,3.0,1027.0,-22.8,0.0,5,4.1
8.0,9.0,10.0,6.0,600.0,62.0,2.0,1029.0,-23.6,0.0,4,2.7
11.0,11.0,11.0,13.0,700.0,54.0,2.0,1027.0,-22.0,0.0,4,2.3
18.0,24.0,12.0,51.0,900.0,22.0,0.0,1027.0,-20.9,0.0,4,1.2
20.0,33.0,11.0,74.0,1200.0,3.0,-5.2,1030.5,-21.3,0.0,13,0.4
26.0,42.0,12.0,78.0,1300.0,2.0,-5.2,1030.5,-21.3,0.0,4,0.4
35.0,48.0,23.0,76.0,1300.0,2.0,-7.0,1029.0,-19.3,0.0,2,0.4
36.0,48.0,31.0,76.0,1600.0,2.0,-7.0,1031.0,-16.7,0.0,6,0.6
40.0,52.0,36.0,73.0,1600.0,2.0,-4.3,1032.3,-21.0,0.0,7,0.6
28.0,38.0,24.0,74.0,1600.0,2.0,-8.0,1029.0,-17.4,0.0,5,0.3
32.0,37.0,22.0,77.0,1700.0,2.0,-8.0,1030.0,-16.1,0.0,1,0.2
25.0,26.0,20.0,72.0,1300.0,4.0,-5.0,1030.0,-18.8,0.0,1,1.8
21.0,21.0,17.0,59.0,1100.0,11.0,-4.0,1033.0,-20.3,0.0,1,1.8
21.0,21.0,19.0,33.0,1000.0,28.0,-5.0,1032.0,-20.3,0.0,1,1.1
14.0,14.0,16.0,23.0,900.0,36.0,-5.0,1028.0,-19.9,0.0,1,0.9
8.0,8.0,12.0,18.0,800.0,39.0,-5.0,1028.0,-20.7,0.0,1,1.9
8.0,8.0,11.0,29.0,800.0,32.0,-5.0,1030.0,-20.3,0.0,1,1.2
8.0,8.0,11.0,40.0,900.0,23.0,-5.0,1028.0,-20.3,0.0,1,2.2
10.0,19.0,14.0,55.0,1000.0,13.0,-5.0,1031.0,-20.7,0.0,1,1.8
19.0,24.0,16.0,43.0,1000.0,27.0,-2.0,1033.0,-19.5,0.0,1,1.3
16.0,16.0,13.0,21.0,800.0,45.0,-1.0,1029.0,-20.6,0.0,1,2.9
13.0,13.0,8.0,24.0,800.0,46.0,0.0,1027.0,-20.9,0.0,0,1.5
14.0,14.0,5.0,28.0,800.0,48.0,1.0,1027.0,-20.7,0.0,15,1.0
20.0,20.0,7.0,29.0,800.0,49.0,2.0,1026.0,-19.9,0.0,15,2.2
26.0,27.0,11.0,40.0,900.0,40.0,1.0,1026.0,-20.1,0.0,12,1.7
33.0,36.0,16.0,50.0,1100.0,35.0,1.0,1026.0,-20.1,0.0,12,1.6
35.0,44.0,18.0,60.0,1200.0,26.0,0.0,1027.0,-19.8,0.0,13,2.0
38.0,48.0,19.0,59.0,1200.0,26.0,0.0,1027.0,-20.3,0.0,15,1.9
39.0,52.0,22.0,59.0,1300.0,24.0,0.0,1027.0,-19.8,0.0,12,2.9
39.0,59.0,24.0,71.0,1500.0,12.0,0.0,1025.0,-19.2,0.0,12,1.7
34.0,62.0,25.0,70.0,1500.0,13.0,0.0,1023.0,-18.7,0.0,12,1.9
58.0,66.0,27.0,68.0,1600.0,15.0,0.0,1026.0,-18.7,0.0,12,1.4
73.0,92.0,42.0,81.0,2000.0,8.0,0.0,1025.0,-17.7,0.0,11,1.4
98.0,110.0,50.0,92.0,2200.0,3.0,-1.0,1025.0,-16.8,0.0,14,0.8
108.0,116.0,52.0,89.0,2200.0,2.0,-1.0,1027.0,-15.6,0.0,7,1.0
126.0,153.0,58.0,77.0,2100.0,4.0,-2.0,1026.0,-15.1,0.0,12,0.7
103.0,116.0,33.0,46.0,1500.0,22.0,-1.0,1026.0,-14.9,0.0,13,1.5
90.0,122.0,28.0,38.0,1400.0,25.0,-2.0,1020.0,-9.4,0.0,11,1.3
89.0,111.0,13.0,39.0,1400.0,21.0,-2.0,1022.0,-6.7,0.0,11,1.4
83.0,83.0,14.0,40.0,1400.0,19.0,-3.0,1021.0,-7.9,0.0,12,1.6
79.0,80.0,16.0,46.0,1400.0,15.0,-2.0,1025.0,-7.1,0.0,13,1.7
80.0,85.0,18.0,58.0,1500.0,5.0,-2.0,1024.0,-7.1,0.0,13,1.9
75.0,84.0,22.0,59.0,1600.0,4.0,-2.0,1022.0,-7.1,0.0,13,0.5
84.0,90.0,32.0,59.0,1700.0,8.0,-1.0,1022.0,-7.6,0.0,12,2.2
95.0,106.0,32.0,62.0,1900.0,12.0,0.0,1026.0,-7.3,0.0,14,1.7
88.0,88.0,39.0,59.0,1800.0,22.0,3.0,1020.0,-12.9,0.0,0,0.9
56.0,56.0,27.0,34.0,1300.0,43.0,4.0,1019.0,-18.9,0.0,3,4.9
14.0,14.0,10.0,4.0,700.0,64.0,4.0,1024.0,-18.9,0.0,7,3.1
11.0,14.0,8.0,3.0,600.0,66.0,4.0,1021.0,-19.6,0.0,6,3.1
9.0,16.0,8.0,4.0,600.0,68.0,3.0,1019.0,-20.4,0.0,6,4.2
9.0,12.0,8.0,4.0,600.0,67.0,3.0,1021.0,-19.1,0.0,3,3.0
8.0,14.0,9.0,11.0,700.0,60.0,2.0,1023.0,-19.3,0.0,3,4.1
11.0,23.0,15.0,20.0,700.0,52.0,1.0,1023.0,-19.5,0.0,5,3.3
12.0,26.0,9.0,22.0,800.0,51.0,0.0,1024.0,-19.2,0.0,5,2.2
14.0,20.0,8.0,28.0,800.0,45.0,0.0,1024.0,-18.7,0.0,5,2.1
13.0,13.0,5.0,20.0,800.0,47.0,-1.0,1025.0,-19.1,0.0,4,2.8
8.0,8.0,6.0,14.0,700.0,53.0,-2.0,1025.0,-19.9,0.0,4,2.7
7.0,7.0,5.0,9.0,700.0,58.0,-2.0,1029.0,-19.5,0.0,4,2.7
6.0,6.0,2.0,6.0,700.0,60.0,-4.0,1025.0,-20.7,0.0,5,2.4
8.0,8.0,6.0,14.0,800.0,52.0,-4.0,1029.0,-19.9,0.0,4,2.0
9.0,14.0,10.0,14.0,800.0,48.0,-5.0,1029.0,-20.3,0.0,4,1.7
11.0,11.0,18.0,15.0,700.0,46.0,-5.0,1025.0,-20.3,0.0,3,2.5
11.0,19.0,24.0,21.0,800.0,41.0,-5.0,1027.0,-20.7,0.0,5,1.9
11.0,16.0,30.0,20.0,800.0,43.0,-6.0,1026.0,-20.8,0.0,5,0.7
9.0,12.0,24.0,28.0,800.0,37.0,-7.0,1031.0,-20.6,0.0,0,1.0
9.0,14.0,14.0,32.0,800.0,35.0,-5.0,1031.0,-20.7,0.0,4,2.1
13.0,19.0,19.0,25.0,800.0,41.0,-4.0,1034.0,-20.7,0.0,4,2.1
13.0,21.0,25.0,16.0,800.0,50.0,-1.0,1029.0,-20.1,0.0,4,2.2
14.0,18.0,19.0,11.0,800.0,55.0,0.0,1033.0,-20.9,0.0,3,3.1
14.0,18.0,19.0,11.0,800.0,55.0,1.0,1032.0,-21.4,0.0,1,2.1
14.0,18.0,9.0,10.0,600.0,47.0,0.6,1031.7,-21.7,0.0,3,4.3
14.0,18.0,5.0,8.0,400.0,47.0,3.0,1029.0,-23.7,0.0,3,3.2
14.0,18.0,12.0,10.0,500.0,84.0,3.0,1030.0,-22.8,0.0,3,3.3
7.0,71.0,14.0,9.0,300.0,85.0,3.0,1028.0,-23.7,0.0,3,3.9
9.0,52.0,15.0,13.0,300.0,80.0,3.0,1031.0,-22.8,0.0,14,2.2
10.0,46.0,17.0,22.0,400.0,69.0,1.0,1031.0,-22.8,0.0,3,1.4
14.0,50.0,24.0,33.0,500.0,55.0,1.0,1029.0,-22.8,0.0,3,1.4
22.0,58.0,30.0,54.0,700.0,32.0,-1.0,1031.0,-22.4,0.0,0,0.3
16.0,44.0,18.0,36.0,500.0,50.0,-2.0,1032.0,-22.0,0.0,5,1.3
11.0,30.0,13.0,23.0,300.0,63.0,-2.0,1034.0,-22.6,0.0,5,0.7
12.0,26.0,16.0,34.0,300.0,50.0,-2.0,1031.0,-21.5,0.0,4,1.3
9.0,22.0,14.0,33.0,300.0,51.0,-2.0,1035.0,-22.6,0.0,4,2.0
11.0,30.0,22.0,35.0,500.0,48.0,-4.0,1035.0,-24.3,0.0,4,2.4
14.0,29.0,12.0,30.0,600.0,52.0,-5.0,1032.0,-22.0,0.0,4,1.0
13.0,30.0,14.0,28.0,600.0,50.0,-6.0,1035.0,-22.0,0.0,4,1.5
16.0,28.0,29.0,30.0,700.0,15.0,-8.0,1035.0,-21.8,0.0,0,0.8
9.0,26.0,9.0,32.0,600.0,22.0,-5.3,1035.2,-22.8,0.0,4,2.6
11.0,24.0,9.0,30.0,600.0,27.0,-8.0,1032.0,-22.2,0.0,1,1.7
11.0,24.0,14.0,43.0,700.0,10.0,-7.0,1036.0,-22.1,0.0,4,0.9
12.0,27.0,19.0,54.0,800.0,2.0,-7.0,1035.0,-21.7,0.0,1,1.4
16.0,33.0,17.0,37.0,700.0,22.0,-5.0,1034.0,-22.0,0.0,0,1.0
22.0,39.0,16.0,35.0,900.0,27.0,-2.0,1034.0,-22.0,0.0,5,2.0
24.0,40.0,24.0,33.0,800.0,32.0,0.0,1032.0,-21.6,0.0,5,2.0
19.0,33.0,29.0,24.0,700.0,47.0,2.0,1031.0,-22.0,0.0,5,1.9
24.0,29.0,24.0,22.0,700.0,54.0,3.0,1034.0,-22.8,0.0,0,1.7
13.0,17.0,16.0,16.0,500.0,61.0,4.0,1032.0,-23.9,0.0,3,1.4
13.0,17.0,14.0,15.0,500.0,64.0,4.0,1031.0,-23.9,0.0,14,0.8
10.0,20.0,12.0,20.0,400.0,58.0,4.0,1027.0,-23.9,0.0,14,0.9
12.0,22.0,11.0,34.0,600.0,40.0,3.0,1028.0,-22.0,0.0,13,3.0
23.0,50.0,15.0,61.0,800.0,9.0,1.0,1028.0,-21.4,0.0,15,2.2
45.0,81.0,25.0,70.0,1100.0,10.0,0.0,1033.0,-19.2,0.0,15,1.8
67.0,100.0,28.0,70.0,1200.0,11.0,-1.0,1030.0,-19.6,0.0,15,1.5
88.0,119.0,36.0,84.0,1600.0,3.0,-4.0,1031.0,-19.9,0.0,12,1.3
103.0,129.0,38.0,93.0,1800.0,2.0,-6.0,1033.0,-19.0,0.0,15,0.2
109.0,128.0,43.0,100.0,2000.0,2.0,-7.0,1032.0,-16.4,0.0,4,1.0
97.0,122.0,46.0,94.0,2300.0,2.0,-8.0,1032.0,-14.4,0.0,7,0.5
